City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,kuryk,43.2,51.65,3.63,73,16,5.83,KZ,1667875717
84,kinlochleven,56.7115,-4.9661,10.16,93,100,2.89,GB,1667875718
85,tiksi,71.6872,128.8694,-17.47,91,100,7.7,RU,1667875718
86,jalu,29.0331,21.5482,16.38,83,0,3.95,LY,1667875699
87,college,64.8569,-147.8028,-7.11,74,100,0.0,US,1667875719
88,whitehorse,60.7161,-135.0538,-16.57,77,20,8.23,CA,1667875453
89,nanortalik,60.1432,-45.2371,-2.18,87,100,1.75,GL,1667875605
90,lebu,-37.6167,-73.65,11.6,87,100,4.69,CL,1667875691
91,lavrentiya,65.5833,-171.0,-2.31,96,100,9.93,RU,1667875719
92,valverde del camino,37.5751,-6.7543,12.79,97,76,0.75,ES,1667875436
93,hengyang,26.8881,112.615,25.47,42,21,0.91,CN,1667875720
94,mende,44.6667,3.5,4.37,95,97,3.12,FR,1667875436
95,butaritari,3.0707,172.7902,26.97,73,17,2.05,KI,1667875720
96,kenora,49.8167,-94.4337,-1.46,86,100,2.57,CA,1667875634
97,saint john,45.2727,-66.0677,12.0,46,0,8.23,CA,1667875535
98,new norfolk,-42.7826,147.0587,27.16,31,43,1.34,AU,1667875721
99,batagay,67.6333,134.6333,-19.15,94,100,1.43,RU,1667875722
100,inuvik,68.3499,-133.7218,-14.44,72,20,3.6,CA,1667875722
101,vanavara,60.34,102.2797,-7.69,88,99,4.43,RU,1667875723
102,lasa,46.6166,10.7002,6.18,54,52,0.7,IT,1667875598
103,uporovo,56.3109,66.2693,-2.46,96,100,3.65,RU,1667875723
104,chuy,-33.6971,-53.4616,14.29,86,11,3.52,UY,1667875724
105,mao,39.8885,4.2658,17.31,77,0,2.06,ES,1667875724
106,shakawe,-18.3667,21.85,20.63,85,100,0.84,BW,1667875724
107,shitanjing,39.2342,106.3439,8.44,55,84,3.32,CN,1667875725
108,fukue,32.6881,128.8419,20.2,52,20,3.6,JP,1667875725
109,ust-kuyga,70.0167,135.6,-16.55,97,100,2.69,RU,1667875725
110,mar del plata,-38.0023,-57.5575,16.04,91,0,6.26,AR,1667875726
111,herouville-saint-clair,49.2109,-0.3065,14.55,76,0,8.75,FR,1667875726
112,zanjan,36.6736,48.4787,3.79,84,100,2.66,IR,1667875727
113,isangel,-19.55,169.2667,27.06,78,75,6.69,VU,1667875727
114,krasnyye chetai,55.6887,46.1386,0.54,98,100,3.1,RU,1667875727
115,khatanga,71.9667,102.5,-13.74,96,100,1.46,RU,1667875728
116,kodiak,57.79,-152.4072,1.73,93,100,4.63,US,1667875728
117,san cristobal,7.7669,-72.225,19.1,95,100,1.06,VE,1667875729
118,amahai,-3.3333,128.9167,30.26,64,100,2.02,ID,1667875729
119,luanda,-8.8368,13.2343,26.0,83,75,3.09,AO,1667875729
120,norman wells,65.282,-126.8329,-16.98,78,20,3.09,CA,1667875730
121,bundaberg,-24.85,152.35,23.82,49,62,5.33,AU,1667875588
122,strezhevoy,60.7333,77.5889,-4.15,93,100,3.51,RU,1667875730
123,najran,17.4924,44.1277,14.36,33,0,1.81,SA,1667875731
124,saldanha,-33.0117,17.9442,15.71,85,76,3.4,ZA,1667875730
125,sao joao da barra,-21.6403,-41.0511,20.68,75,100,1.51,BR,1667875731
126,umm lajj,25.0213,37.2685,22.77,59,0,3.79,SA,1667875731
127,bam,29.106,58.357,16.84,32,0,3.67,IR,1667875446
128,pevek,69.7008,170.3133,-17.58,97,15,0.85,RU,1667875732
129,akniste,56.1615,25.7478,6.72,87,98,4.35,LV,1667875733
130,puerto carreno,6.189,-67.4859,25.25,86,86,1.88,CO,1667875447
131,touros,-5.1989,-35.4608,25.41,75,100,4.43,BR,1667875733
132,ponta do sol,32.6667,-17.1,20.4,84,66,1.52,PT,1667875734
133,port elizabeth,-33.918,25.5701,16.84,90,0,7.2,ZA,1667875519
134,englehart,47.8169,-79.8664,1.31,69,100,6.69,CA,1667875734
135,hithadhoo,-0.6,73.0833,28.14,75,22,7.89,MV,1667875735
136,arinos,-15.9169,-46.1056,21.2,81,66,0.81,BR,1667875735
137,avarua,-21.2078,-159.775,24.03,69,100,3.6,CK,1667875735
138,emerald,-23.5333,148.1667,26.86,43,51,2.74,AU,1667875736
139,gap,44.6667,6.0,1.89,58,100,2.5,FR,1667875736
140,salalah,17.0151,54.0924,24.05,73,0,1.03,OM,1667875737
141,airai,-8.9266,125.4092,24.76,53,74,0.29,TL,1667875737
142,bambous virieux,-20.3428,57.7575,23.14,78,40,2.57,MU,1667875737
143,clyde river,70.4692,-68.5914,-12.87,66,75,2.06,CA,1667875738
144,douglas,41.3,-96.167,7.55,49,0,5.66,US,1667875605
145,derzhavinsk,51.1,66.3167,-5.23,96,79,2.28,KZ,1667875738
146,victoria,22.2855,114.1577,24.03,85,94,4.02,HK,1667875636
147,castro,-24.7911,-50.0119,9.12,98,3,2.24,BR,1667875739
148,mangan,27.5167,88.5333,21.88,54,5,1.64,IN,1667875739
149,sarkand,45.41,79.9186,6.37,87,100,1.66,KZ,1667875451
150,coquimbo,-29.9533,-71.3436,13.85,94,100,1.54,CL,1667875397
151,santa cruz cabralia,-16.2781,-39.0247,20.13,88,40,1.54,BR,1667875452
152,cidreira,-30.1811,-50.2056,16.56,81,23,5.19,BR,1667875740
153,abong mbang,3.9833,13.1833,18.97,99,100,0.81,CM,1667875740
154,jiquipilas,16.6667,-93.65,22.12,91,96,2.69,MX,1667875741
155,carnarvon,-24.8667,113.6333,21.69,55,5,6.28,AU,1667875612
156,erie,42.7667,-78.6664,6.73,64,5,1.34,US,1667875453
157,bluff,-46.6,168.3333,18.78,75,62,5.76,NZ,1667875593
158,lokosovo,61.1333,74.8167,-7.04,95,100,3.55,RU,1667875742
159,poyarkovo,49.6,128.6833,3.57,43,6,4.11,RU,1667875742
160,yulara,-25.2406,130.9889,34.89,20,93,8.0,AU,1667875742
161,donskoye,45.4552,41.9741,4.07,85,100,6.61,RU,1667875455
162,shenjiamen,29.9576,122.298,19.4,66,0,4.33,CN,1667875455
163,buala,-8.145,159.5921,28.7,78,62,3.68,SB,1667875743
164,iskateley,67.6803,53.1512,0.21,99,100,3.9,RU,1667875744
165,saint-nazaire,47.2833,-2.2,15.02,86,75,6.17,FR,1667875744
166,guadalupe y calvo,26.1,-106.9667,8.15,42,34,2.54,MX,1667875457
167,aklavik,68.2191,-135.0107,-17.37,85,100,4.84,CA,1667875745
168,thompson,55.7435,-97.8558,-21.91,84,0,0.0,CA,1667875630
169,bonavista,48.6499,-53.1147,11.9,90,95,10.65,CA,1667875746
170,torbay,47.6666,-52.7314,14.86,96,100,10.8,CA,1667875746
171,vydrino,51.485,104.8461,-0.45,93,100,3.78,RU,1667875747
172,syedove,47.0768,38.156,6.11,78,52,8.04,UA,1667875459
173,malatya,38.5,38.0,7.03,93,100,3.6,TR,1667875747
174,suslonger,56.3156,48.2531,0.25,96,100,2.65,RU,1667875459
175,ribeira grande,38.5167,-28.7,17.65,68,100,1.79,PT,1667875748
176,tigre,-34.426,-58.5796,22.0,58,0,5.14,AR,1667875748
177,sault sainte marie,46.5168,-84.3333,4.16,68,40,6.17,CA,1667875749
178,mormugao,15.4,73.8,25.7,59,11,4.3,IN,1667875460
179,tautira,-17.7333,-149.15,24.68,83,24,4.88,PF,1667875735
180,axim,4.8699,-2.2405,25.36,86,91,1.39,GH,1667875749
181,fomboni,-12.28,43.7425,25.76,81,15,5.67,KM,1667875461
182,koslan,63.4564,48.8989,1.0,99,100,3.3,RU,1667875750
183,kamaishi,39.2667,141.8833,15.16,61,74,0.75,JP,1667875750
184,manbij,36.5281,37.9549,13.51,73,100,4.47,SY,1667875751
185,twante,16.7167,95.9333,28.07,71,86,2.87,MM,1667875751
186,bay saint louis,30.3088,-89.33,23.04,97,3,1.26,US,1667875463
187,nome,64.5011,-165.4064,1.04,100,100,13.89,US,1667875752
188,espanola,35.9911,-106.0806,13.73,44,4,3.0,US,1667875530
189,port alfred,-33.5906,26.891,17.32,88,100,1.79,ZA,1667875597
190,bollnas,61.3482,16.3946,5.32,94,100,1.8,SE,1667875464
191,houma,29.5958,-90.7195,23.33,98,0,1.54,US,1667875590
192,adrar,20.5022,-10.0711,22.94,17,5,4.2,MR,1667875753
193,ilulissat,69.2167,-51.1,-22.71,88,14,2.82,GL,1667875753
194,luderitz,-26.6481,15.1594,16.4,85,71,3.05,NA,1667875753
195,zirandaro,18.45,-100.9833,26.25,76,0,0.87,MX,1667875754
196,henties bay,-22.116,14.2845,15.95,91,2,2.65,NA,1667875754
197,peniche,39.3558,-9.3811,17.94,94,100,6.24,PT,1667875755
198,toktogul,41.8708,72.9402,6.72,94,100,1.15,KG,1667875755
199,maragogi,-9.0122,-35.2225,23.86,85,11,1.1,BR,1667875755
200,evensk,61.95,159.2333,-7.17,76,100,0.68,RU,1667875467
201,adwa,14.1646,38.8955,14.33,69,6,1.81,ET,1667875756
202,sabha,27.0377,14.4283,14.17,61,0,3.69,LY,1667875756
203,inzer,54.2167,57.5556,-2.0,91,100,1.37,RU,1667875468
204,manokwari,-0.8667,134.0833,27.51,81,96,3.32,ID,1667875757
205,kayes,14.0,-11.0,25.84,25,84,1.44,ML,1667875757
206,roald,62.5833,6.1333,8.75,87,21,4.63,NO,1667875469
207,hay river,60.8156,-115.7999,-18.01,78,40,3.09,CA,1667875758
208,vostok,46.4856,135.8833,1.64,54,59,4.53,RU,1667875758
209,belle fourche,44.6714,-103.8522,11.16,38,100,6.35,US,1667875759
210,port blair,11.6667,92.75,27.02,83,100,2.06,IN,1667875759
211,caucasia,7.9865,-75.1935,24.02,93,100,0.11,CO,1667875760
212,uige,-7.6087,15.0613,18.31,99,97,0.75,AO,1667875760
213,buraydah,26.326,43.975,17.25,44,0,3.23,SA,1667875607
214,thinadhoo,0.5333,72.9333,27.85,76,34,7.95,MV,1667875761
215,bandarbeyla,9.4942,50.8122,25.48,76,4,1.13,SO,1667875472
216,hualmay,-11.0964,-77.6139,17.99,83,12,3.34,PE,1667875655
217,ugoofaaru,5.6667,73.0,27.27,76,36,3.99,MV,1667875473
218,dom pedrito,-30.9828,-54.6731,11.97,86,0,3.94,BR,1667875762
219,alofi,-19.0595,-169.9187,25.94,69,75,6.17,NU,1667875657
220,karratha,-20.7377,116.8463,26.75,30,0,5.93,AU,1667875749
221,encruzilhada,-15.5314,-40.9094,15.33,98,84,1.81,BR,1667875474
222,hefei,31.8639,117.2808,19.01,59,8,5.0,CN,1667875474
223,bambanglipuro,-7.95,110.2833,28.8,71,88,2.67,ID,1667875763
224,sitka,57.0531,-135.33,0.94,32,0,0.0,US,1667875763
225,esperance,-33.8667,121.9,16.49,71,100,7.48,AU,1667875764
226,cabra,37.4725,-4.4421,12.05,69,37,0.56,ES,1667875764
227,krasnoselkup,65.7,82.4667,-5.58,96,100,2.8,RU,1667875764
228,mokrous,51.2333,47.5167,-0.11,87,100,2.94,RU,1667875765
229,qostanay,53.1667,63.5833,-1.84,100,100,1.0,KZ,1667875765
230,talnakh,69.4865,88.3972,-22.38,100,90,2.56,RU,1667875476
231,saskylakh,71.9167,114.0833,-31.01,98,48,2.11,RU,1667875481
232,rayon,19.1444,-99.5836,16.03,64,1,1.87,MX,1667875477
233,neuquen,-38.9516,-68.0591,26.94,36,40,1.54,AR,1667875766
234,shu,43.5983,73.7614,7.21,70,100,4.23,KZ,1667875767
235,zhangye,38.9342,100.4517,8.99,25,0,0.37,CN,1667875478
236,abapo,-18.8333,-63.4667,18.88,44,99,1.63,BO,1667875767
237,kalemie,-5.9475,29.1947,20.64,87,87,2.92,CD,1667875768
238,bela vista,-22.1089,-56.5211,18.51,62,91,1.91,BR,1667875768
239,krasnoyarka,55.3333,73.1167,-2.03,94,100,0.97,RU,1667875769
240,raudeberg,61.9875,5.1352,7.37,70,20,5.32,NO,1667875769
241,natal,-5.795,-35.2094,25.12,78,20,3.09,BR,1667875696
242,shelburne,44.0787,-80.2041,3.5,84,51,5.54,CA,1667875605
243,mount isa,-20.7333,139.5,35.87,16,0,3.6,AU,1667875700
244,avera,33.194,-82.5271,19.73,74,3,2.57,US,1667875770
245,khalabat,34.06,72.8894,16.31,52,9,2.72,PK,1667875770
246,coihaique,-45.5752,-72.0662,12.34,87,0,3.09,CL,1667875471
247,ormond beach,29.2858,-81.0559,25.01,89,75,5.66,US,1667875604
248,bismarck,46.8083,-100.7837,-0.52,70,100,6.69,US,1667875500
249,vaitape,-16.5167,-151.75,26.02,73,17,2.68,PF,1667875482
250,flinders,-34.5833,150.8552,23.36,63,50,4.81,AU,1667875772
251,preeceville,51.95,-102.6677,-8.94,94,100,8.49,CA,1667875772
252,santa maria,-29.6842,-53.8069,14.61,82,20,3.09,BR,1667875772
253,san quintin,30.4833,-115.95,17.61,87,1,4.15,MX,1667875483
254,trofors,65.5333,13.4063,-1.07,82,6,1.33,NO,1667875773
255,faya,18.3851,42.4509,14.29,89,1,1.93,SA,1667875773
256,kibray,41.3873,69.4641,4.29,87,100,1.22,UZ,1667875484
257,imbituba,-28.24,-48.6703,18.81,89,94,3.23,BR,1667875774
258,ribeira brava,32.65,-17.0667,20.4,84,64,1.67,PT,1667875774
259,uong bi,21.0333,106.7833,26.99,50,2,0.56,VN,1667875775
260,vaini,-21.2,-175.2,28.09,69,20,4.12,TO,1667875775
261,caravelas,-17.7125,-39.2481,20.86,75,75,2.05,BR,1667875775
262,severo-kurilsk,50.6789,156.125,4.48,74,84,7.89,RU,1667875776
263,changde,29.0464,111.6783,23.29,39,3,2.2,CN,1667875487
264,bharatpur,27.2167,77.4833,24.7,53,4,2.11,IN,1667875503
265,san luis,-33.295,-66.3356,20.92,36,58,4.8,AR,1667875776
266,asau,46.4333,26.4,4.6,85,100,1.39,RO,1667875777
267,pangkalanbuun,-2.6833,111.6167,25.53,84,100,1.6,ID,1667875777
268,geraldton,-28.7667,114.6,22.23,53,75,6.69,AU,1667875778
269,rey bouba,8.6724,14.1786,22.9,47,100,1.17,CM,1667875778
270,mahebourg,-20.4081,57.7,23.16,78,40,2.57,MU,1667875654
271,ulladulla,-35.35,150.4667,21.24,56,3,6.72,AU,1667875779
272,karaton,-6.3424,106.1045,27.2,78,98,0.49,ID,1667875489
273,ilhabela,-23.7781,-45.3581,18.37,86,86,1.8,BR,1667875779
274,hvide sande,56.0045,8.1294,13.61,89,99,10.86,DK,1667875780
275,laguna,38.421,-121.4238,11.99,77,75,3.6,US,1667875780
276,lascahobas,18.8294,-71.9364,24.8,89,7,0.67,HT,1667875491
277,labuhan,-6.8844,112.2051,29.93,64,86,0.8,ID,1667875491
278,mount gambier,-37.8333,140.7667,26.76,36,0,1.2,AU,1667875492
279,muroto,33.2833,134.15,18.75,60,9,1.3,JP,1667875492
280,mardin,37.3131,40.7436,11.59,47,75,2.06,TR,1667875781
281,camacha,33.0833,-16.3333,17.68,94,40,1.03,PT,1667875781
282,vitim,59.4511,112.5578,-4.67,91,100,4.55,RU,1667875782
283,saint-francois,46.4154,3.9054,5.69,93,0,1.03,FR,1667875782
284,udachnyy,66.4167,112.4,-22.55,100,95,1.21,RU,1667875782
285,saint george,37.1041,-113.5841,18.33,37,0,5.14,US,1667875783
286,tasiilaq,65.6145,-37.6368,-1.44,96,100,2.49,GL,1667875783
287,dunedin,-45.8742,170.5036,15.5,71,85,4.49,NZ,1667875592
288,belyy yar,53.6039,91.3903,-3.97,82,100,1.0,RU,1667875784
289,boz,46.4071,4.9109,13.55,64,85,4.21,FR,1667875784
290,bentonville,36.3728,-94.2088,17.9,62,0,4.12,US,1667875678
291,guerrero negro,27.9769,-114.0611,18.75,75,52,4.95,MX,1667875592
292,sisimiut,66.9395,-53.6735,-11.55,83,7,4.88,GL,1667875785
293,delijan,33.9905,50.6838,6.59,63,0,1.17,IR,1667875786
294,iqaluit,63.7506,-68.5145,-8.15,67,75,1.54,CA,1667875701
295,longyearbyen,78.2186,15.6401,-5.09,80,75,5.66,SJ,1667875786
296,grand forks,47.9417,-97.4337,-0.15,80,75,4.63,US,1667875787
297,sinazongwe,-17.2614,27.4618,23.44,76,100,1.23,ZM,1667875496
298,tatarbunary,45.8373,29.6142,5.8,80,15,2.85,UA,1667875787
299,waterloo,43.4668,-80.5164,4.18,74,75,2.57,CA,1667875041
300,upernavik,72.7868,-56.1549,-14.61,88,80,2.93,GL,1667875788
301,san andres,12.5847,-81.7006,28.01,74,75,2.06,CO,1667875788
302,itaituba,-4.2761,-55.9836,23.19,97,97,0.68,BR,1667875498
303,sistranda,63.7256,8.834,4.98,73,100,3.75,NO,1667875789
304,tevaitoa,-16.7833,-151.5,25.76,75,21,3.2,PF,1667875789
305,kupang,-10.1667,123.5833,31.32,79,40,3.6,ID,1667875789
306,imeni poliny osipenko,52.4201,136.4853,-1.27,61,23,2.81,RU,1667875790
307,khandbari,27.3747,87.2039,18.8,73,91,0.55,NP,1667875499
308,harbour breton,47.4833,-55.7983,11.89,92,100,10.57,CA,1667875790
309,huilong,31.8111,121.655,20.52,59,0,4.34,CN,1667875500
310,high level,58.5169,-117.136,-21.94,92,40,1.03,CA,1667875791
311,canavieiras,-15.675,-38.9472,20.35,82,99,1.82,BR,1667875791
312,wonthaggi,-38.6044,145.5913,21.69,59,1,2.12,AU,1667875792
313,muhos,64.808,25.9931,-2.12,80,90,2.09,FI,1667875792
314,pedasi,7.5333,-80.0333,25.04,83,100,3.65,PA,1667875792
315,baoding,38.8511,115.4903,14.51,24,5,2.59,CN,1667875793
316,snezhnogorsk,69.1933,33.2531,-5.12,96,28,0.37,RU,1667875793
317,lensk,60.7253,114.9278,-5.34,89,99,4.85,RU,1667875794
318,moses lake,47.1301,-119.2781,6.2,65,100,4.63,US,1667875504
319,darab,28.7519,54.5444,15.82,64,100,0.6,IR,1667875564
320,paramonga,-10.6667,-77.8333,17.81,84,15,2.72,PE,1667875794
321,husavik,66.0449,-17.3389,4.26,93,100,5.84,IS,1667875772
322,filadelfia,39.9523,-75.1638,17.82,39,0,5.14,US,1667875673
323,rio cuarto,-33.1307,-64.3499,21.37,42,0,4.12,AR,1667875547
324,vao,-22.6667,167.4833,23.48,85,97,6.92,NC,1667875505
325,tiznit,29.5833,-9.5,20.41,22,97,2.52,MA,1667875795
326,limbang,4.75,115.0,31.06,59,100,0.58,MY,1667875506
327,bethel,41.3712,-73.414,15.17,44,0,4.12,US,1667875796
328,pucallpa,-8.3791,-74.5539,27.02,74,20,1.03,PE,1667875796
329,boldu,45.3333,27.2333,7.31,88,100,2.24,RO,1667875796
330,richards bay,-28.783,32.0377,21.34,95,97,2.11,ZA,1667875797
331,crabtree,45.9668,-73.4659,8.84,51,6,3.6,CA,1667875797
332,kuala terengganu,5.3302,103.1408,28.32,89,40,1.54,MY,1667875798
333,makakilo city,21.3469,-158.0858,28.18,60,20,8.75,US,1667875798
334,kiruna,67.8557,20.2251,-2.49,86,100,3.6,SE,1667875509
335,moundou,8.5667,16.0833,22.49,43,98,1.94,TD,1667875799
336,kavieng,-2.5744,150.7967,28.79,70,100,2.16,PG,1667875799
337,port hardy,50.6996,-127.4199,1.1,55,20,8.75,CA,1667875799
338,urumqi,43.801,87.6005,2.53,81,3,2.0,CN,1667875681
339,at-bashi,41.1702,75.8106,1.39,66,100,0.49,KG,1667875800
340,poshtove,44.8311,33.9545,7.5,90,47,1.93,UA,1667875800
341,namibe,-15.1961,12.1522,19.78,76,0,3.09,AO,1667875511
342,sobolevo,54.4299,31.8996,5.3,89,100,4.85,RU,1667875801
343,gogrial,8.5332,28.1004,24.37,60,80,1.21,SS,1667875512
344,herat,34.5,62.0,5.9,80,100,5.65,AF,1667875801
345,dhidhdhoo,6.8833,73.1,26.92,79,3,3.88,MV,1667875802
346,araouane,18.9048,-3.5265,21.51,15,0,3.58,ML,1667875802
347,kholm,59.2667,32.85,3.9,96,100,3.96,RU,1667875803
348,iquitos,-3.7481,-73.2472,25.02,83,0,1.03,PE,1667875700
349,tubay,9.1669,125.5239,30.14,69,73,1.34,PH,1667875803
350,tel aviv-yafo,32.0805,34.7805,18.1,75,75,1.54,IL,1667875804
351,kargasok,59.0556,80.8572,-3.7,91,100,2.22,RU,1667875804
352,klaksvik,62.2266,-6.589,9.51,92,100,16.81,FO,1667875805
353,tianmen,30.6516,113.1603,23.21,35,1,3.28,CN,1667875805
354,comodoro rivadavia,-45.8667,-67.5,21.92,40,0,3.6,AR,1667875806
355,berbera,10.4396,45.0143,25.67,81,7,2.03,SO,1667875806
356,kawalu,-7.3817,108.2082,26.0,77,100,0.69,ID,1667875806
357,ndioum,16.5129,-14.6471,27.9,17,26,4.28,SN,1667875516
358,pochutla,15.7432,-96.4661,26.01,91,74,1.83,MX,1667875807
359,simpang,-1.2667,104.0833,28.75,76,100,0.68,ID,1667875517
360,yeppoon,-23.1333,150.7333,25.88,61,5,6.08,AU,1667875518
361,fuente palmera,37.7049,-5.0996,8.53,89,10,0.56,ES,1667875808
362,kaberamaido,1.7389,33.1594,19.16,92,99,0.99,UG,1667875518
363,banda aceh,5.5577,95.3222,28.51,68,100,3.57,ID,1667875642
364,lufkin,31.3382,-94.7291,24.07,89,0,2.57,US,1667875809
365,kaitangata,-46.2817,169.8464,14.98,69,100,2.78,NZ,1667875809
366,saint-pierre,-21.3393,55.4781,25.32,60,0,2.06,RE,1667875809
367,ayagoz,47.9714,80.4392,5.49,95,100,7.33,KZ,1667875810
